System,Tube,Control type,Cassette,Bearing deduction,Control deduction
Evolve,65,Somfy Sonesse 40 RTS,Cassette,26,27
Evolve,65,Somfy Sonesse 40 RTS,Fascia,20,20
Evolve,65,Somfy Sonesse 40 RTS,None,26,27
Evolve,65,Somfy Sonesse 40 RTS,Separate cassette,24,25
Evolve,65,Somfy Sonesse 40 RTS,Separate fascia,20,20
Evolve,75,Somfy Sonesse 40 RTS,Cassette,26,27
Evolve,75,Somfy Sonesse 40 RTS,Fascia,20,20
Evolve,75,Somfy Sonesse 40 RTS,None,26,27
Evolve,75,Somfy Sonesse 40 RTS,Separate cassette,24,25
Evolve,75,Somfy Sonesse 40 RTS,Separate fascia,20,20
Evolve,44,Somfy Sonesse 40 WT,Cassette,25,25
Evolve,44,Somfy Sonesse 40 WT,Fascia,18,18
Evolve,44,Somfy Sonesse 40 WT,None,25,25
Evolve,44,Somfy Sonesse 40 WT,Separate cassette,23,23
Evolve,44,Somfy Sonesse 40 WT,Separate fascia,18,18
Evolve,52,Somfy Sonesse 40 WT,Cassette,25,25
Evolve,52,Somfy Sonesse 40 WT,Fascia,18,18
Evolve,52,Somfy Sonesse 40 WT,None,25,25
Evolve,52,Somfy Sonesse 40 WT,Separate cassette,23,23
Evolve,52,Somfy Sonesse 40 WT,Separate fascia,18,18
Evolve,65,Somfy Sonesse 40 WT,Cassette,26,27
Evolve,65,Somfy Sonesse 40 WT,Fascia,20,20
Evolve,65,Somfy Sonesse 40 WT,None,26,27
Evolve,65,Somfy Sonesse 40 WT,Separate cassette,24,25
Evolve,65,Somfy Sonesse 40 WT,Separate fascia,20,20
Evolve,75,Somfy Sonesse 40 WT,Cassette,26,27
Evolve,75,Somfy Sonesse 40 WT,Fascia,20,20
Evolve,75,Somfy Sonesse 40 WT,None,26,27
Evolve,75,Somfy Sonesse 40 WT,Separate cassette,24,25
Evolve,75,Somfy Sonesse 40 WT,Separate fascia,20,20
Evolve,44,Somfy Sonesse 40 Zigbee WF,Cassette,23,23
Evolve,44,Somfy Sonesse 40 Zigbee WF,Fascia,18,17
Evolve,44,Somfy Sonesse 40 Zigbee WF,None,23,23
Evolve,44,Somfy Sonesse 40 Zigbee WF,Separate cassette,21,21
Evolve,44,Somfy Sonesse 40 Zigbee WF,Separate fascia,18,17
Evolve,52,Somfy Sonesse 40 Zigbee WF,Cassette,23,23
Evolve,52,Somfy Sonesse 40 Zigbee WF,Fascia,18,17
Evolve,52,Somfy Sonesse 40 Zigbee WF,None,23,23
Evolve,52,Somfy Sonesse 40 Zigbee WF,Separate cassette,21,21
Evolve,52,Somfy Sonesse 40 Zigbee WF,Separate fascia,18,17
Evolve,65,Somfy Sonesse 40 Zigbee WF,Cassette,24,24
Evolve,65,Somfy Sonesse 40 Zigbee WF,Fascia,18,17
Evolve,65,Somfy Sonesse 40 Zigbee WF,None,24,24
Evolve,65,Somfy Sonesse 40 Zigbee WF,Separate cassette,22,22
Evolve,65,Somfy Sonesse 40 Zigbee WF,Separate fascia,18,17
Evolve,75,Somfy Sonesse 40 Zigbee WF,Cassette,24,24
Evolve,75,Somfy Sonesse 40 Zigbee WF,Fascia,18,17
Evolve,75,Somfy Sonesse 40 Zigbee WF,None,24,24
Evolve,75,Somfy Sonesse 40 Zigbee WF,Separate cassette,22,22
Evolve,75,Somfy Sonesse 40 Zigbee WF,Separate fascia,18,17
Evolve,44,Somfy Sonesse 40 Zigbee,Cassette,23,23
Evolve,44,Somfy Sonesse 40 Zigbee,Fascia,18,17
Evolve,44,Somfy Sonesse 40 Zigbee,None,23,23
Evolve,44,Somfy Sonesse 40 Zigbee,Separate cassette,21,21
Evolve,44,Somfy Sonesse 40 Zigbee,Separate fascia,18,17
Evolve,52,Somfy Sonesse 40 Zigbee,Cassette,23,23
Evolve,52,Somfy Sonesse 40 Zigbee,Fascia,18,17
Evolve,52,Somfy Sonesse 40 Zigbee,None,23,23
Evolve,52,Somfy Sonesse 40 Zigbee,Separate cassette,21,21
Evolve,52,Somfy Sonesse 40 Zigbee,Separate fascia,18,17
Evolve,65,Somfy Sonesse 40 Zigbee,Cassette,24,24
Evolve,65,Somfy Sonesse 40 Zigbee,Fascia,18,17
Evolve,65,Somfy Sonesse 40 Zigbee,None,24,24
Evolve,65,Somfy Sonesse 40 Zigbee,Separate cassette,22,22
Evolve,65,Somfy Sonesse 40 Zigbee,Separate fascia,18,17
Evolve,75,Somfy Sonesse 40 Zigbee,Cassette,24,24
Evolve,75,Somfy Sonesse 40 Zigbee,Fascia,18,17
Evolve,75,Somfy Sonesse 40 Zigbee,None,24,24
Evolve,75,Somfy Sonesse 40 Zigbee,Separate cassette,22,22
Evolve,75,Somfy Sonesse 40 Zigbee,Separate fascia,18,17
Evolve,65,Somfy Sonesse 50 RS485,Cassette,26,35
Evolve,65,Somfy Sonesse 50 RS485,None,26,35
Evolve,65,Somfy Sonesse 50 RS485,Separate cassette,24,33
Evolve,75,Somfy Sonesse 50 RS485,Cassette,26,35
Evolve,75,Somfy Sonesse 50 RS485,None,26,35
Evolve,75,Somfy Sonesse 50 RS485,Separate cassette,24,33
Evolve,65,Somfy Sonesse 50 RTS,Cassette,26,35
Evolve,65,Somfy Sonesse 50 RTS,None,26,35
Evolve,65,Somfy Sonesse 50 RTS,Separate cassette,24,33
Evolve,75,Somfy Sonesse 50 RTS,Cassette,26,35
Evolve,75,Somfy Sonesse 50 RTS,None,26,35
Evolve,75,Somfy Sonesse 50 RTS,Separate cassette,24,33
Evolve,65,Somfy Sonesse 50 WT,Cassette,26,35
Evolve,65,Somfy Sonesse 50 WT,None,26,35
Evolve,65,Somfy Sonesse 50 WT,Separate cassette,24,33
Evolve,75,Somfy Sonesse 50 WT,Cassette,26,35
Evolve,75,Somfy Sonesse 50 WT,None,26,35
Evolve,75,Somfy Sonesse 50 WT,Separate cassette,24,33
Helios RL,65,Crank,Fascia,21,34
Helios RL,65,Nice Era Action,Fascia,21,25
Helios RL,65,Nice Era Edge,Fascia,21,25
Helios RL,65,Nice Era Mat ST,Fascia,21,25
Helios RL,65,Nice Era S,Fascia,21,25
Helios RL,65,Nice Era Smart,Fascia,21,25
Helios RL,65,Nice Era Star ST,Fascia,21,25
Helios RL,65,Somfy Sonesse 40 IO,Fascia,21,25
Helios RL,65,Somfy Sonesse 40 RS485,Fascia,21,23
Helios RL,65,Somfy Sonesse 40 RTS WF,Fascia,21,25
Helios RL,65,Somfy Sonesse 40 RTS,Fascia,21,25
Helios RL,65,Somfy Sonesse 40 WT,Fascia,21,25
Helios RL,65,Somfy Sonesse 40 Zigbee WF,Fascia,21,23
Helios RL,65,Somfy Sonesse 40 Zigbee,Fascia,21,23
Helios RL,65,Somfy Sonesse 50 RS485,Fascia,21,30
Helios RL,65,Somfy Sonesse 50 RTS,Fascia,21,30
Helios RL,65,Somfy Sonesse 50 WT,Fascia,21,30
Helios,38,Chain,Fascia,18,25
Helios,38,Chain,None,18,20
Helios,43,Chain,Fascia,18,25
Helios,43,Chain,None,18,20
Helios,52,Chain,Fascia,18,25
Helios,52,Chain,None,18,20
Helios,65,Chain,Fascia,21,28
Helios,65,Chain,None,21,23
Helios,75,Chain,Fascia,21,28
Helios,75,Chain,None,21,23
Helios,38,Crank,Fascia,18,37
Helios,38,Crank,None,18,31
Helios,43,Crank,Fascia,18,37
Helios,43,Crank,None,18,31
Helios,52,Crank,Fascia,18,37
Helios,52,Crank,None,18,31
Helios,65,Crank,Fascia,21,40
Helios,65,Crank,None,21,34
Helios,75,Crank,Fascia,21,40
Helios,75,Crank,None,21,34
Helios,38,Drive - Chain,None,11,20
Helios,43,Drive - Chain,None,11,20
Helios,52,Drive - Chain,None,11,20
Helios,65,Drive - Chain,None,14,23
Helios,75,Drive - Chain,None,14,23
Helios,38,Drive - Crank,None,11,31
Helios,43,Drive - Crank,None,11,31
Helios,52,Drive - Crank,None,11,31
Helios,65,Drive - Crank,None,14,34
Helios,75,Drive - Crank,None,14,34
Helios,52,Drive - Nice Era Action,None,11,23
Helios,65,Drive - Nice Era Action,None,14,25
Helios,75,Drive - Nice Era Action,None,14,25
Helios,52,Drive - Nice Era Edge,None,11,23
Helios,65,Drive - Nice Era Edge,None,14,25
Helios,75,Drive - Nice Era Edge,None,14,25
Helios,52,Drive - Nice Era Mat ST,None,11,23
Helios,65,Drive - Nice Era Mat ST,None,14,25
Helios,75,Drive - Nice Era Mat ST,None,14,25
Helios,52,Drive - Nice Era S,None,11,23
Helios,65,Drive - Nice Era S,None,14,25
Helios,75,Drive - Nice Era S,None,14,25
Helios,52,Drive - Nice Era Smart,None,11,23
Helios,65,Drive - Nice Era Smart,None,14,25
Helios,75,Drive - Nice Era Smart,None,14,25
Helios,52,Drive - Nice Era Star ST,None,11,23
Helios,65,Drive - Nice Era Star ST,None,14,25
Helios,75,Drive - Nice Era Star ST,None,14,25
Helios,38,Drive - Somfy Sonesse 28 RTS WF,None,11,23
Helios,43,Drive - Somfy Sonesse 28 RTS WF,None,11,23
Helios,52,Drive - Somfy Sonesse 28 RTS WF,None,11,23
Helios,65,Drive - Somfy Sonesse 28 RTS WF,None,14,27
Helios,75,Drive - Somfy Sonesse 28 RTS WF,None,14,27
Helios,38,Drive - Somfy Sonesse 28 Zigbee WF,None,11,23
Helios,43,Drive - Somfy Sonesse 28 Zigbee WF,None,11,23
Helios,52,Drive - Somfy Sonesse 28 Zigbee WF,None,11,23
Helios,65,Drive - Somfy Sonesse 28 Zigbee WF,None,14,27
Helios,75,Drive - Somfy Sonesse 28 Zigbee WF,None,14,27
Helios,38,Drive - Somfy Sonesse 30 DCT,None,11,23
Helios,43,Drive - Somfy Sonesse 30 DCT,None,11,23
Helios,52,Drive - Somfy Sonesse 30 DCT,None,11,23
Helios,65,Drive - Somfy Sonesse 30 DCT,None,14,27
Helios,75,Drive - Somfy Sonesse 30 DCT,None,14,27
Helios,38,Drive - Somfy Sonesse 30 RS485,None,11,23
Helios,43,Drive - Somfy Sonesse 30 RS485,None,11,23
Helios,52,Drive - Somfy Sonesse 30 RS485,None,11,23
Helios,65,Drive - Somfy Sonesse 30 RS485,None,14,27
Helios,75,Drive - Somfy Sonesse 30 RS485,None,14,27
Helios,38,Drive - Somfy Sonesse 30 RTS WF,None,11,19
Helios,43,Drive - Somfy Sonesse 30 RTS WF,None,11,19
Helios,52,Drive - Somfy Sonesse 30 RTS WF,None,11,19
Helios,65,Drive - Somfy Sonesse 30 RTS WF,None,14,22
Helios,75,Drive - Somfy Sonesse 30 RTS WF,None,14,22
Helios,38,Drive - Somfy Sonesse 30 RTS,None,11,23
Helios,43,Drive - Somfy Sonesse 30 RTS,None,11,23
Helios,52,Drive - Somfy Sonesse 30 RTS,None,11,23
Helios,65,Drive - Somfy Sonesse 30 RTS,None,14,27
Helios,75,Drive - Somfy Sonesse 30 RTS,None,14,27
Helios,38,Drive - Somfy Sonesse 30 Zigbee WF,None,11,23
Helios,43,Drive - Somfy Sonesse 30 Zigbee WF,None,11,23
Helios,52,Drive - Somfy Sonesse 30 Zigbee WF,None,11,23
Helios,65,Drive - Somfy Sonesse 30 Zigbee WF,None,14,27
Helios,75,Drive - Somfy Sonesse 30 Zigbee WF,None,14,27
Helios,38,Drive - Somfy Sonesse 30 Zigbee,None,11,23
Helios,43,Drive - Somfy Sonesse 30 Zigbee,None,11,23
Helios,52,Drive - Somfy Sonesse 30 Zigbee,None,11,23
Helios,65,Drive - Somfy Sonesse 30 Zigbee,None,14,27
Helios,75,Drive - Somfy Sonesse 30 Zigbee,None,14,27
Helios,52,Drive - Somfy Sonesse 40 IO,None,11,23
Helios,65,Drive - Somfy Sonesse 40 IO,None,14,25
Helios,75,Drive - Somfy Sonesse 40 IO,None,14,25
Helios,52,Drive - Somfy Sonesse 40 RS485,None,11,21
Helios,65,Drive - Somfy Sonesse 40 RS485,None,14,23
Helios,75,Drive - Somfy Sonesse 40 RS485,None,14,23
Helios,52,Drive - Somfy Sonesse 40 RTS WF,None,11,23
Helios,65,Drive - Somfy Sonesse 40 RTS WF,None,14,25
Helios,75,Drive - Somfy Sonesse 40 RTS WF,None,14,25
Helios,52,Drive - Somfy Sonesse 40 RTS,None,11,23
Helios,65,Drive - Somfy Sonesse 40 RTS,None,14,25
Helios,75,Drive - Somfy Sonesse 40 RTS,None,14,25
Helios,52,Drive - Somfy Sonesse 40 WT,None,11,23
Helios,65,Drive - Somfy Sonesse 40 WT,None,14,25
Helios,75,Drive - Somfy Sonesse 40 WT,None,14,25
Helios,52,Drive - Somfy Sonesse 40 Zigbee WF,None,11,21
Helios,65,Drive - Somfy Sonesse 40 Zigbee WF,None,14,23
Helios,75,Drive - Somfy Sonesse 40 Zigbee WF,None,14,23
Helios,52,Drive - Somfy Sonesse 40 Zigbee,None,11,21
Helios,65,Drive - Somfy Sonesse 40 Zigbee,None,14,23
Helios,75,Drive - Somfy Sonesse 40 Zigbee,None,14,23
Helios,65,Drive - Somfy Sonesse 50 RS485,None,14,30
Helios,75,Drive - Somfy Sonesse 50 RS485,None,14,30
Helios,65,Drive - Somfy Sonesse 50 RTS,None,14,30
Helios,75,Drive - Somfy Sonesse 50 RTS,None,14,30
Helios,65,Drive - Somfy Sonesse 50 WT,None,14,30
Helios,75,Drive - Somfy Sonesse 50 WT,None,14,30
Helios,38,End Slave Unit,None,18,10
Helios,43,End Slave Unit,None,18,10
Helios,52,End Slave Unit,None,18,10
Helios,65,End Slave Unit,None,21,13
Helios,75,End Slave Unit,None,21,13
Helios,38,Middle Slave Unit,None,10,11
Helios,43,Middle Slave Unit,None,10,11
Helios,52,Middle Slave Unit,None,10,11
Helios,65,Middle Slave Unit,None,13,14
Helios,75,Middle Slave Unit,None,13,14
Helios,52,Nice Era Action,Fascia,18,23
Helios,52,Nice Era Action,None,18,23
Helios,65,Nice Era Action,Fascia,21,25
Helios,65,Nice Era Action,None,21,25
Helios,75,Nice Era Action,Fascia,21,25
Helios,75,Nice Era Action,None,21,25
Helios,52,Nice Era Edge,Fascia,18,23
Helios,52,Nice Era Edge,None,18,23
Helios,65,Nice Era Edge,Fascia,21,25
Helios,65,Nice Era Edge,None,21,25
Helios,75,Nice Era Edge,Fascia,21,25
Helios,75,Nice Era Edge,None,21,25
Helios,52,Nice Era Mat ST,Fascia,18,23
Helios,52,Nice Era Mat ST,None,18,23
Helios,65,Nice Era Mat ST,Fascia,21,25
Helios,65,Nice Era Mat ST,None,21,25
Helios,75,Nice Era Mat ST,Fascia,21,25
Helios,75,Nice Era Mat ST,None,21,25
Helios,52,Nice Era S,Fascia,18,23
Helios,52,Nice Era S,None,18,23
Helios,65,Nice Era S,Fascia,21,25
Helios,65,Nice Era S,None,21,25
Helios,75,Nice Era S,Fascia,21,25
Helios,75,Nice Era S,None,21,25
Helios,52,Nice Era Smart,Fascia,18,23
Helios,52,Nice Era Smart,None,18,23
Helios,65,Nice Era Smart,Fascia,21,25
Helios,65,Nice Era Smart,None,21,25
Helios,75,Nice Era Smart,Fascia,21,25
Helios,75,Nice Era Smart,None,21,25
Helios,52,Nice Era Star ST,Fascia,18,23
Helios,52,Nice Era Star ST,None,18,23
Helios,65,Nice Era Star ST,Fascia,21,25
Helios,65,Nice Era Star ST,None,21,25
Helios,75,Nice Era Star ST,Fascia,21,25
Helios,75,Nice Era Star ST,None,21,25
Helios,38,Somfy Sonesse 28 RTS WF,Fascia,18,23
Helios,38,Somfy Sonesse 28 RTS WF,None,18,23
Helios,43,Somfy Sonesse 28 RTS WF,Fascia,18,23
Helios,43,Somfy Sonesse 28 RTS WF,None,18,23
Helios,52,Somfy Sonesse 28 RTS WF,Fascia,18,23
Helios,52,Somfy Sonesse 28 RTS WF,None,18,23
Helios,65,Somfy Sonesse 28 RTS WF,Fascia,21,27
Helios,65,Somfy Sonesse 28 RTS WF,None,21,27
Helios,75,Somfy Sonesse 28 RTS WF,Fascia,21,27
Helios,75,Somfy Sonesse 28 RTS WF,None,21,27
Helios,38,Somfy Sonesse 28 Zigbee WF,Fascia,18,23
Helios,38,Somfy Sonesse 28 Zigbee WF,None,18,23
Helios,43,Somfy Sonesse 28 Zigbee WF,Fascia,18,23
Helios,43,Somfy Sonesse 28 Zigbee WF,None,18,23
Helios,52,Somfy Sonesse 28 Zigbee WF,Fascia,18,23
Helios,52,Somfy Sonesse 28 Zigbee WF,None,18,23
Helios,65,Somfy Sonesse 28 Zigbee WF,Fascia,21,27
Helios,65,Somfy Sonesse 28 Zigbee WF,None,21,27
Helios,75,Somfy Sonesse 28 Zigbee WF,Fascia,21,27
Helios,75,Somfy Sonesse 28 Zigbee WF,None,21,27
Helios,38,Somfy Sonesse 30 DCT,Fascia,18,23
Helios,38,Somfy Sonesse 30 DCT,None,18,23
Helios,43,Somfy Sonesse 30 DCT,Fascia,18,23
Helios,43,Somfy Sonesse 30 DCT,None,18,23
Helios,52,Somfy Sonesse 30 DCT,Fascia,18,23
Helios,52,Somfy Sonesse 30 DCT,None,18,23
Helios,65,Somfy Sonesse 30 DCT,Fascia,21,27
Helios,65,Somfy Sonesse 30 DCT,None,21,27
Helios,75,Somfy Sonesse 30 DCT,Fascia,21,27
Helios,75,Somfy Sonesse 30 DCT,None,21,27
Helios,38,Somfy Sonesse 30 RS485,Fascia,18,23
Helios,38,Somfy Sonesse 30 RS485,None,18,23
Helios,43,Somfy Sonesse 30 RS485,Fascia,18,23
Helios,43,Somfy Sonesse 30 RS485,None,18,23
Helios,52,Somfy Sonesse 30 RS485,Fascia,18,23
Helios,52,Somfy Sonesse 30 RS485,None,18,23
Helios,65,Somfy Sonesse 30 RS485,Fascia,21,27
Helios,65,Somfy Sonesse 30 RS485,None,21,27
Helios,75,Somfy Sonesse 30 RS485,Fascia,21,27
Helios,75,Somfy Sonesse 30 RS485,None,21,27
Helios,38,Somfy Sonesse 30 RTS WF,Fascia,18,19
Helios,38,Somfy Sonesse 30 RTS WF,None,18,19
Helios,43,Somfy Sonesse 30 RTS WF,Fascia,18,19
Helios,43,Somfy Sonesse 30 RTS WF,None,18,19
Helios,52,Somfy Sonesse 30 RTS WF,Fascia,18,19
Helios,52,Somfy Sonesse 30 RTS WF,None,18,19
Helios,65,Somfy Sonesse 30 RTS WF,Fascia,21,22
Helios,65,Somfy Sonesse 30 RTS WF,None,21,22
Helios,75,Somfy Sonesse 30 RTS WF,Fascia,21,22
Helios,75,Somfy Sonesse 30 RTS WF,None,21,22
Helios,38,Somfy Sonesse 30 RTS,Fascia,18,23
Helios,38,Somfy Sonesse 30 RTS,None,18,23
Helios,43,Somfy Sonesse 30 RTS,Fascia,18,23
Helios,43,Somfy Sonesse 30 RTS,None,18,23
Helios,52,Somfy Sonesse 30 RTS,Fascia,18,23
Helios,52,Somfy Sonesse 30 RTS,None,18,23
Helios,65,Somfy Sonesse 30 RTS,Fascia,21,27
Helios,65,Somfy Sonesse 30 RTS,None,21,27
Helios,75,Somfy Sonesse 30 RTS,Fascia,21,27
Helios,75,Somfy Sonesse 30 RTS,None,21,27
Helios,38,Somfy Sonesse 30 Zigbee WF,Fascia,18,23
Helios,38,Somfy Sonesse 30 Zigbee WF,None,18,23
Helios,43,Somfy Sonesse 30 Zigbee WF,Fascia,18,23
Helios,43,Somfy Sonesse 30 Zigbee WF,None,18,23
Helios,52,Somfy Sonesse 30 Zigbee WF,Fascia,18,23
Helios,52,Somfy Sonesse 30 Zigbee WF,None,18,23
Helios,65,Somfy Sonesse 30 Zigbee WF,Fascia,21,27
Helios,65,Somfy Sonesse 30 Zigbee WF,None,21,27
Helios,75,Somfy Sonesse 30 Zigbee WF,Fascia,21,27
Helios,75,Somfy Sonesse 30 Zigbee WF,None,21,27
Helios,38,Somfy Sonesse 30 Zigbee,Fascia,18,23
Helios,38,Somfy Sonesse 30 Zigbee,None,18,23
Helios,43,Somfy Sonesse 30 Zigbee,Fascia,18,23
Helios,43,Somfy Sonesse 30 Zigbee,None,18,23
Helios,52,Somfy Sonesse 30 Zigbee,Fascia,18,23
Helios,52,Somfy Sonesse 30 Zigbee,None,18,23
Helios,65,Somfy Sonesse 30 Zigbee,Fascia,21,27
Helios,65,Somfy Sonesse 30 Zigbee,None,21,27
Helios,75,Somfy Sonesse 30 Zigbee,Fascia,21,27
Helios,75,Somfy Sonesse 30 Zigbee,None,21,27
Helios,52,Somfy Sonesse 40 IO,Fascia,18,23
Helios,52,Somfy Sonesse 40 IO,None,18,23
Helios,65,Somfy Sonesse 40 IO,Fascia,21,25
Helios,65,Somfy Sonesse 40 IO,None,21,25
Helios,75,Somfy Sonesse 40 IO,Fascia,21,25
Helios,75,Somfy Sonesse 40 IO,None,21,25
Helios,52,Somfy Sonesse 40 RS485,Fascia,18,21
Helios,52,Somfy Sonesse 40 RS485,None,18,21
Helios,65,Somfy Sonesse 40 RS485,Fascia,21,23
Helios,65,Somfy Sonesse 40 RS485,None,21,23
Helios,75,Somfy Sonesse 40 RS485,Fascia,21,23
Helios,75,Somfy Sonesse 40 RS485,None,21,23
Helios,52,Somfy Sonesse 40 RTS WF,Fascia,18,23
Helios,52,Somfy Sonesse 40 RTS WF,None,18,23
Helios,65,Somfy Sonesse 40 RTS WF,Fascia,21,25
Helios,65,Somfy Sonesse 40 RTS WF,None,21,25
Helios,75,Somfy Sonesse 40 RTS WF,Fascia,21,25
Helios,75,Somfy Sonesse 40 RTS WF,None,21,25
Helios,52,Somfy Sonesse 40 RTS,Fascia,18,23
Helios,52,Somfy Sonesse 40 RTS,None,18,23
Helios,65,Somfy Sonesse 40 RTS,Fascia,21,25
Helios,65,Somfy Sonesse 40 RTS,None,21,25
Helios,75,Somfy Sonesse 40 RTS,Fascia,21,25
Helios,75,Somfy Sonesse 40 RTS,None,21,25
Helios,52,Somfy Sonesse 40 WT,Fascia,18,23
Helios,52,Somfy Sonesse 40 WT,None,18,23
Helios,65,Somfy Sonesse 40 WT,Fascia,21,25
Helios,65,Somfy Sonesse 40 WT,None,21,25
Helios,75,Somfy Sonesse 40 WT,Fascia,21,25
Helios,75,Somfy Sonesse 40 WT,None,21,25
Helios,52,Somfy Sonesse 40 Zigbee WF,Fascia,18,21
Helios,52,Somfy Sonesse 40 Zigbee WF,None,18,21
Helios,65,Somfy Sonesse 40 Zigbee WF,Fascia,21,23
Helios,65,Somfy Sonesse 40 Zigbee WF,None,21,23
Helios,75,Somfy Sonesse 40 Zigbee WF,Fascia,21,23
Helios,75,Somfy Sonesse 40 Zigbee WF,None,21,23
Helios,52,Somfy Sonesse 40 Zigbee,Fascia,18,21
Helios,52,Somfy Sonesse 40 Zigbee,None,18,21
Helios,65,Somfy Sonesse 40 Zigbee,Fascia,21,23
Helios,65,Somfy Sonesse 40 Zigbee,None,21,23
Helios,75,Somfy Sonesse 40 Zigbee,Fascia,21,23
Helios,75,Somfy Sonesse 40 Zigbee,None,21,23
Helios,65,Somfy Sonesse 50 RS485,Fascia,21,30
Helios,65,Somfy Sonesse 50 RS485,None,21,30
Helios,75,Somfy Sonesse 50 RS485,Fascia,21,30
Helios,75,Somfy Sonesse 50 RS485,None,21,30
Helios,65,Somfy Sonesse 50 RTS,Fascia,21,30
Helios,65,Somfy Sonesse 50 RTS,None,21,30
Helios,75,Somfy Sonesse 50 RTS,Fascia,21,30
Helios,75,Somfy Sonesse 50 RTS,None,21,30
Helios,65,Somfy Sonesse 50 WT,Fascia,21,30
Helios,65,Somfy Sonesse 50 WT,None,21,30
Helios,75,Somfy Sonesse 50 WT,Fascia,21,30
Helios,75,Somfy Sonesse 50 WT,None,21,30
Kampus,48,Crank,None,28,13
Sirios,38,Chain,Fascia,19,22
Sirios,38,Chain,None,15,17
Sirios,43,Chain,Fascia,19,22
Sirios,43,Chain,None,15,17
Sirios,38,Crank,Fascia,19,33
Sirios,38,Crank,None,15,33
Sirios,43,Crank,Fascia,19,33
Sirios,43,Crank,None,15,33
Sirios,38,Drive - Chain,None,11,22
Sirios,43,Drive - Chain,None,10,22
Sirios,38,Drive - Crank,None,11,33
Sirios,43,Drive - Crank,None,10,33
Sirios,44,Drive - Nice Era Action,None,12,22
Sirios,44,Drive - Nice Era Edge,None,12,22
Sirios,44,Drive - Nice Era Mat ST,None,12,22
Sirios,44,Drive - Nice Era S,None,12,22
Sirios,44,Drive - Nice Era Smart,None,12,22
Sirios,44,Drive - Nice Era Star ST,None,12,22
Sirios,38,Drive - Somfy Sonesse 28 RTS WF,None,10,15
Sirios,43,Drive - Somfy Sonesse 28 RTS WF,None,10,15
Sirios,38,Drive - Somfy Sonesse 28 Zigbee WF,None,10,15
Sirios,43,Drive - Somfy Sonesse 28 Zigbee WF,None,10,15
Sirios,38,Drive - Somfy Sonesse 30 DCT,None,10,15
Sirios,43,Drive - Somfy Sonesse 30 DCT,None,10,15
Sirios,38,Drive - Somfy Sonesse 30 RS485,None,10,15
Sirios,43,Drive - Somfy Sonesse 30 RS485,None,10,15
Sirios,38,Drive - Somfy Sonesse 30 RTS WF,None,10,15
Sirios,43,Drive - Somfy Sonesse 30 RTS WF,None,10,15
Sirios,38,Drive - Somfy Sonesse 30 RTS,None,10,15
Sirios,43,Drive - Somfy Sonesse 30 RTS,None,10,15
Sirios,38,Drive - Somfy Sonesse 30 Zigbee WF,None,10,15
Sirios,43,Drive - Somfy Sonesse 30 Zigbee WF,None,10,15
Sirios,38,Drive - Somfy Sonesse 30 Zigbee,None,10,15
Sirios,43,Drive - Somfy Sonesse 30 Zigbee,None,10,15
Sirios,44,Drive - Somfy Sonesse 40 IO,None,12,22
Sirios,44,Drive - Somfy Sonesse 40 RS485,None,12,20
Sirios,44,Drive - Somfy Sonesse 40 RTS WF,None,12,22
Sirios,44,Drive - Somfy Sonesse 40 RTS,None,12,22
Sirios,44,Drive - Somfy Sonesse 40 WT,None,12,22
Sirios,44,Drive - Somfy Sonesse 40 Zigbee WF,None,12,20
Sirios,44,Drive - Somfy Sonesse 40 Zigbee,None,12,20
Sirios,38,End Slave Unit,None,15,12
Sirios,43,End Slave Unit,None,15,12
Sirios,44,End Slave Unit,None,17,12
Sirios,38,Middle Slave Unit,None,12,10
Sirios,43,Middle Slave Unit,None,12,10
Sirios,44,Middle Slave Unit,None,12,10
Sirios,44,Nice Era Action,Fascia,21,26
Sirios,44,Nice Era Action,None,17,22
Sirios,44,Nice Era Edge,Fascia,21,26
Sirios,44,Nice Era Edge,None,17,22
Sirios,44,Nice Era Mat ST,Fascia,21,26
Sirios,44,Nice Era Mat ST,None,17,22
Sirios,44,Nice Era S,Fascia,21,26
Sirios,44,Nice Era S,None,17,22
Sirios,44,Nice Era Smart,Fascia,21,26
Sirios,44,Nice Era Smart,None,17,22
Sirios,44,Nice Era Star ST,Fascia,21,26
Sirios,44,Nice Era Star ST,None,17,22
Sirios,38,Somfy Sonesse 28 RTS WF,Fascia,21,19
Sirios,38,Somfy Sonesse 28 RTS WF,None,17,15
Sirios,43,Somfy Sonesse 28 RTS WF,Fascia,21,19
Sirios,43,Somfy Sonesse 28 RTS WF,None,17,15
Sirios,38,Somfy Sonesse 28 Zigbee WF,Fascia,21,19
Sirios,38,Somfy Sonesse 28 Zigbee WF,None,17,15
Sirios,43,Somfy Sonesse 28 Zigbee WF,Fascia,21,19
Sirios,43,Somfy Sonesse 28 Zigbee WF,None,17,15
Sirios,38,Somfy Sonesse 30 DCT,Fascia,21,19
Sirios,38,Somfy Sonesse 30 DCT,None,17,15
Sirios,43,Somfy Sonesse 30 DCT,Fascia,21,19
Sirios,43,Somfy Sonesse 30 DCT,None,17,15
Sirios,38,Somfy Sonesse 30 RS485,Fascia,21,19
Sirios,38,Somfy Sonesse 30 RS485,None,17,15
Sirios,43,Somfy Sonesse 30 RS485,Fascia,21,19
Sirios,43,Somfy Sonesse 30 RS485,None,17,15
Sirios,38,Somfy Sonesse 30 RTS WF,Fascia,21,19
